current_date,sale_id,product_id,name,price
2026-08-18,611,P001,Wireless Headphones,100
2026-08-18,612,P007,Laptop Stand,40
2026-08-18,613,P003,Bluetooth Speaker,50
2026-08-18,614,P001,Wireless Headphones,100
2026-08-18,615,P010,External Hard Drive,100
2026-08-18,616,P010,External Hard Drive,100
2026-08-18,617,P001,Wireless Headphones,100
2026-08-18,618,P004,USB Flash Drive,20
2026-08-18,619,P006,Wireless Mouse,30
2026-08-18,620,P008,HDMI Cable,15
2026-08-18,621,P001,Wireless Headphones,100
2026-08-18,622,P010,External Hard Drive,100
2026-08-18,623,P009,Smartphone,600
2026-08-18,624,P004,USB Flash Drive,20
2026-08-18,625,P003,Bluetooth Speaker,50
2026-08-18,626,P002,Laptop Backpack,60
2026-08-18,627,P003,Bluetooth Speaker,50
2026-08-18,628,P010,External Hard Drive,100
2026-08-18,629,P004,USB Flash Drive,20
2026-08-18,630,P002,Laptop Backpack,60
2026-08-18,631,P003,Bluetooth Speaker,50
2026-08-18,632,P009,Smartphone,600
2026-08-18,633,P010,External Hard Drive,100
2026-08-18,634,P006,Wireless Mouse,30
2026-08-18,635,P008,HDMI Cable,15
2026-08-18,636,P003,Bluetooth Speaker,50
2026-08-18,637,P002,Laptop Backpack,60
2026-08-18,638,P004,USB Flash Drive,20
2026-08-18,639,P002,Laptop Backpack,60
2026-08-18,640,P001,Wireless Headphones,100
2026-08-18,641,P007,Laptop Stand,40
2026-08-18,642,P006,Wireless Mouse,30
2026-08-18,643,P002,Laptop Backpack,60
2026-08-18,644,P008,HDMI Cable,15
2026-08-18,645,P008,HDMI Cable,15
2026-08-18,646,P008,HDMI Cable,15
2026-08-18,647,P008,HDMI Cable,15
2026-08-18,648,P008,HDMI Cable,15
2026-08-18,649,P002,Laptop Backpack,60
2026-08-18,650,P010,External Hard Drive,100
2026-08-18,651,P004,USB Flash Drive,20
2026-08-18,652,P002,Laptop Backpack,60
2026-08-18,653,P010,External Hard Drive,100
2026-08-18,654,P006,Wireless Mouse,30
2026-08-18,655,P001,Wireless Headphones,100
2026-08-18,656,P010,External Hard Drive,100
2026-08-18,657,P009,Smartphone,600
2026-08-18,658,P001,Wireless Headphones,100
2026-08-18,659,P010,External Hard Drive,100
2026-08-18,660,P004,USB Flash Drive,20
2026-08-18,661,P006,Wireless Mouse,30
2026-08-18,662,P004,USB Flash Drive,20
2026-08-18,663,P004,USB Flash Drive,20
2026-08-18,664,P001,Wireless Headphones,100
2026-08-18,665,P004,USB Flash Drive,20
2026-08-18,666,P004,USB Flash Drive,20
2026-08-18,667,P004,USB Flash Drive,20
2026-08-18,668,P004,USB Flash Drive,20
2026-08-18,669,P005,Mobile Phone Case,15
2026-08-18,670,P003,Bluetooth Speaker,50
2026-08-18,671,P007,Laptop Stand,40
2026-08-18,672,P001,Wireless Headphones,100
2026-08-18,673,P004,USB Flash Drive,20
2026-08-18,674,P006,Wireless Mouse,30
2026-08-18,675,P010,External Hard Drive,100
2026-08-18,676,P003,Bluetooth Speaker,50
2026-08-18,677,P001,Wireless Headphones,100
2026-08-18,678,P008,HDMI Cable,15
2026-08-18,679,P008,HDMI Cable,15
2026-08-18,680,P001,Wireless Headphones,100
2026-08-18,681,P008,HDMI Cable,15
2026-08-18,682,P007,Laptop Stand,40
2026-08-18,683,P002,Laptop Backpack,60
2026-08-18,684,P010,External Hard Drive,100
2026-08-18,685,P001,Wireless Headphones,100
2026-08-18,686,P006,Wireless Mouse,30
2026-08-18,687,P010,External Hard Drive,100
2026-08-18,688,P005,Mobile Phone Case,15
2026-08-18,689,P004,USB Flash Drive,20
2026-08-18,690,P002,Laptop Backpack,60
2026-08-18,691,P004,USB Flash Drive,20
2026-08-18,692,P002,Laptop Backpack,60
2026-08-18,693,P002,Laptop Backpack,60
2026-08-18,694,P010,External Hard Drive,100
2026-08-18,695,P007,Laptop Stand,40
2026-08-18,696,P008,HDMI Cable,15
2026-08-18,697,P001,Wireless Headphones,100
2026-08-18,698,P009,Smartphone,600
2026-08-18,699,P001,Wireless Headphones,100
2026-08-18,700,P008,HDMI Cable,15
2026-08-18,701,P006,Wireless Mouse,30
2026-08-18,702,P004,USB Flash Drive,20
2026-08-18,703,P001,Wireless Headphones,100
2026-08-18,704,P001,Wireless Headphones,100
2026-08-18,705,P006,Wireless Mouse,30
2026-08-18,706,P001,Wireless Headphones,100
2026-08-18,707,P006,Wireless Mouse,30
2026-08-18,708,P004,USB Flash Drive,20
2026-08-18,709,P009,Smartphone,600
2026-08-18,710,P004,USB Flash Drive,20
2026-08-18,711,P001,Wireless Headphones,100
2026-08-18,712,P010,External Hard Drive,100
2026-08-18,713,P006,Wireless Mouse,30
2026-08-18,714,P010,External Hard Drive,100
2026-08-18,715,P008,HDMI Cable,15
2026-08-18,716,P004,USB Flash Drive,20
2026-08-18,717,P001,Wireless Headphones,100
2026-08-18,718,P007,Laptop Stand,40
2026-08-18,719,P001,Wireless Headphones,100
2026-08-18,720,P004,USB Flash Drive,20
2026-08-18,721,P009,Smartphone,600
2026-08-18,722,P004,USB Flash Drive,20
2026-08-18,723,P001,Wireless Headphones,100
2026-08-18,724,P008,HDMI Cable,15
2026-08-18,725,P001,Wireless Headphones,100
2026-08-18,726,P008,HDMI Cable,15
2026-08-18,727,P004,USB Flash Drive,20
2026-08-18,728,P010,External Hard Drive,100
2026-08-18,729,P007,Laptop Stand,40
2026-08-18,730,P005,Mobile Phone Case,15
2026-08-18,731,P010,External Hard Drive,100
2026-08-18,732,P006,Wireless Mouse,30
2026-08-18,733,P002,Laptop Backpack,60
2026-08-18,734,P001,Wireless Headphones,100
2026-08-18,735,P004,USB Flash Drive,20
2026-08-18,736,P006,Wireless Mouse,30
2026-08-18,737,P002,Laptop Backpack,60
2026-08-18,738,P010,External Hard Drive,100
2026-08-18,739,P008,HDMI Cable,15
2026-08-18,740,P006,Wireless Mouse,30
2026-08-18,741,P010,External Hard Drive,100
2026-08-18,742,P008,HDMI Cable,15
2026-08-18,743,P006,Wireless Mouse,30
2026-08-18,744,P004,USB Flash Drive,20
2026-08-18,745,P004,USB Flash Drive,20
2026-08-18,746,P006,Wireless Mouse,30
2026-08-18,747,P001,Wireless Headphones,100
2026-08-18,748,P010,External Hard Drive,100
2026-08-18,749,P005,Mobile Phone Case,15
2026-08-18,750,P002,Laptop Backpack,60
2026-08-18,751,P004,USB Flash Drive,20
2026-08-18,752,P004,USB Flash Drive,20
2026-08-18,753,P001,Wireless Headphones,100
2026-08-18,754,P001,Wireless Headphones,100
2026-08-18,755,P003,Bluetooth Speaker,50
2026-08-18,756,P010,External Hard Drive,100
2026-08-18,757,P001,Wireless Headphones,100
2026-08-18,758,P003,Bluetooth Speaker,50
2026-08-18,759,P005,Mobile Phone Case,15
2026-08-18,760,P006,Wireless Mouse,30
2026-08-18,761,P008,HDMI Cable,15
2026-08-18,762,P008,HDMI Cable,15
2026-08-18,763,P002,Laptop Backpack,60
2026-08-18,764,P002,Laptop Backpack,60
2026-08-18,765,P004,USB Flash Drive,20
2026-08-18,766,P008,HDMI Cable,15
2026-08-18,767,P004,USB Flash Drive,20
2026-08-18,768,P003,Bluetooth Speaker,50
2026-08-18,769,P002,Laptop Backpack,60
2026-08-18,770,P005,Mobile Phone Case,15
2026-08-18,771,P001,Wireless Headphones,100
2026-08-18,772,P001,Wireless Headphones,100
2026-08-18,773,P008,HDMI Cable,15
2026-08-18,774,P006,Wireless Mouse,30
2026-08-18,775,P008,HDMI Cable,15
2026-08-18,776,P002,Laptop Backpack,60
2026-08-18,777,P005,Mobile Phone Case,15
2026-08-18,778,P008,HDMI Cable,15
2026-08-18,779,P002,Laptop Backpack,60
2026-08-18,780,P005,Mobile Phone Case,15
2026-08-18,781,P007,Laptop Stand,40
2026-08-18,782,P002,Laptop Backpack,60
2026-08-18,783,P010,External Hard Drive,100
2026-08-18,784,P008,HDMI Cable,15
2026-08-18,785,P008,HDMI Cable,15
2026-08-18,786,P001,Wireless Headphones,100
2026-08-18,787,P006,Wireless Mouse,30
2026-08-18,788,P006,Wireless Mouse,30
2026-08-18,789,P010,External Hard Drive,100
2026-08-18,790,P001,Wireless Headphones,100
2026-08-18,791,P003,Bluetooth Speaker,50
2026-08-18,792,P009,Smartphone,600
2026-08-18,793,P009,Smartphone,600
2026-08-18,794,P009,Smartphone,600
2026-08-18,795,P001,Wireless Headphones,100
2026-08-18,796,P004,USB Flash Drive,20
2026-08-18,797,P008,HDMI Cable,15
2026-08-18,798,P010,External Hard Drive,100
2026-08-18,799,P009,Smartphone,600
2026-08-18,800,P008,HDMI Cable,15
2026-08-18,801,P010,External Hard Drive,100
2026-08-18,802,P004,USB Flash Drive,20
2026-08-18,803,P010,External Hard Drive,100
2026-08-18,804,P002,Laptop Backpack,60
2026-08-18,805,P005,Mobile Phone Case,15
2026-08-18,806,P008,HDMI Cable,15
2026-08-18,807,P009,Smartphone,600
2026-08-18,808,P004,USB Flash Drive,20
2026-08-18,809,P008,HDMI Cable,15
2026-08-18,810,P004,USB Flash Drive,20
2026-08-18,811,P006,Wireless Mouse,30
2026-08-18,812,P002,Laptop Backpack,60
2026-08-18,813,P008,HDMI Cable,15
2026-08-18,814,P001,Wireless Headphones,100
2026-08-18,815,P008,HDMI Cable,15
2026-08-18,816,P007,Laptop Stand,40
2026-08-18,817,P004,USB Flash Drive,20
2026-08-18,818,P008,HDMI Cable,15
2026-08-18,819,P001,Wireless Headphones,100
2026-08-18,820,P006,Wireless Mouse,30
2026-08-18,821,P003,Bluetooth Speaker,50
2026-08-18,822,P004,USB Flash Drive,20
2026-08-18,823,P006,Wireless Mouse,30
2026-08-18,824,P004,USB Flash Drive,20
2026-08-18,825,P008,HDMI Cable,15
2026-08-18,826,P006,Wireless Mouse,30
2026-08-18,827,P006,Wireless Mouse,30
2026-08-18,828,P010,External Hard Drive,100
2026-08-18,829,P004,USB Flash Drive,20
2026-08-18,830,P006,Wireless Mouse,30
2026-08-18,831,P006,Wireless Mouse,30
2026-08-18,832,P006,Wireless Mouse,30
2026-08-18,833,P002,Laptop Backpack,60
2026-08-18,834,P009,Smartphone,600
2026-08-18,835,P001,Wireless Headphones,100
2026-08-18,836,P010,External Hard Drive,100
2026-08-18,837,P005,Mobile Phone Case,15
2026-08-18,838,P010,External Hard Drive,100
2026-08-18,839,P001,Wireless Headphones,100
2026-08-18,840,P001,Wireless Headphones,100
2026-08-18,841,P007,Laptop Stand,40
2026-08-18,842,P001,Wireless Headphones,100
2026-08-18,843,P001,Wireless Headphones,100
2026-08-18,844,P006,Wireless Mouse,30
2026-08-18,845,P010,External Hard Drive,100
2026-08-18,846,P006,Wireless Mouse,30
2026-08-18,847,P006,Wireless Mouse,30
2026-08-18,848,P001,Wireless Headphones,100
2026-08-18,849,P002,Laptop Backpack,60
2026-08-18,850,P006,Wireless Mouse,30
2026-08-18,851,P006,Wireless Mouse,30
2026-08-18,852,P002,Laptop Backpack,60
2026-08-18,853,P010,External Hard Drive,100
2026-08-18,854,P008,HDMI Cable,15
2026-08-18,855,P001,Wireless Headphones,100
2026-08-18,856,P002,Laptop Backpack,60
2026-08-18,857,P010,External Hard Drive,100
2026-08-18,858,P004,USB Flash Drive,20
2026-08-18,859,P005,Mobile Phone Case,15
2026-08-18,860,P001,Wireless Headphones,100
2026-08-18,861,P004,USB Flash Drive,20
2026-08-18,862,P008,HDMI Cable,15
2026-08-18,863,P009,Smartphone,600
2026-08-18,864,P009,Smartphone,600
2026-08-18,865,P004,USB Flash Drive,20
2026-08-18,866,P002,Laptop Backpack,60
2026-08-18,867,P007,Laptop Stand,40
2026-08-18,868,P008,HDMI Cable,15
2026-08-18,869,P010,External Hard Drive,100
2026-08-18,870,P006,Wireless Mouse,30
2026-08-18,871,P010,External Hard Drive,100
2026-08-18,872,P001,Wireless Headphones,100
2026-08-18,873,P001,Wireless Headphones,100
2026-08-18,874,P002,Laptop Backpack,60
2026-08-18,875,P007,Laptop Stand,40
2026-08-18,876,P002,Laptop Backpack,60
2026-08-18,877,P006,Wireless Mouse,30
2026-08-18,878,P006,Wireless Mouse,30
2026-08-18,879,P005,Mobile Phone Case,15
2026-08-18,880,P004,USB Flash Drive,20
2026-08-18,881,P010,External Hard Drive,100
2026-08-18,882,P007,Laptop Stand,40
2026-08-18,883,P005,Mobile Phone Case,15
2026-08-18,884,P002,Laptop Backpack,60
2026-08-18,885,P010,External Hard Drive,100
2026-08-18,886,P004,USB Flash Drive,20
2026-08-18,887,P004,USB Flash Drive,20
2026-08-18,888,P001,Wireless Headphones,100
2026-08-18,889,P005,Mobile Phone Case,15
2026-08-18,890,P004,USB Flash Drive,20
2026-08-18,891,P004,USB Flash Drive,20
2026-08-18,892,P010,External Hard Drive,100
2026-08-18,893,P004,USB Flash Drive,20
2026-08-18,894,P009,Smartphone,600
2026-08-18,895,P005,Mobile Phone Case,15
2026-08-18,896,P009,Smartphone,600
2026-08-18,897,P007,Laptop Stand,40
2026-08-18,898,P005,Mobile Phone Case,15
2026-08-18,899,P004,USB Flash Drive,20
2026-08-18,900,P003,Bluetooth Speaker,50
2026-08-18,901,P001,Wireless Headphones,100
2026-08-18,902,P003,Bluetooth Speaker,50
2026-08-18,903,P001,Wireless Headphones,100
2026-08-18,904,P001,Wireless Headphones,100
2026-08-18,905,P004,USB Flash Drive,20
2026-08-18,906,P006,Wireless Mouse,30
2026-08-18,907,P003,Bluetooth Speaker,50
2026-08-18,908,P002,Laptop Backpack,60
2026-08-18,909,P001,Wireless Headphones,100
2026-08-18,910,P003,Bluetooth Speaker,50
2026-08-18,911,P008,HDMI Cable,15
2026-08-18,912,P010,External Hard Drive,100
2026-08-18,913,P004,USB Flash Drive,20
2026-08-18,914,P008,HDMI Cable,15
2026-08-18,915,P002,Laptop Backpack,60
2026-08-18,916,P006,Wireless Mouse,30
2026-08-18,917,P006,Wireless Mouse,30
2026-08-18,918,P002,Laptop Backpack,60
2026-08-18,919,P010,External Hard Drive,100
2026-08-18,920,P008,HDMI Cable,15
2026-08-18,921,P009,Smartphone,600
2026-08-18,922,P008,HDMI Cable,15
2026-08-18,923,P005,Mobile Phone Case,15
2026-08-18,924,P004,USB Flash Drive,20
2026-08-18,925,P001,Wireless Headphones,100
2026-08-18,926,P002,Laptop Backpack,60
2026-08-18,927,P002,Laptop Backpack,60
2026-08-18,928,P004,USB Flash Drive,20
2026-08-18,929,P004,USB Flash Drive,20
2026-08-18,930,P002,Laptop Backpack,60
2026-08-18,931,P006,Wireless Mouse,30
2026-08-18,932,P004,USB Flash Drive,20
2026-08-18,933,P010,External Hard Drive,100
2026-08-18,934,P006,Wireless Mouse,30
2026-08-18,935,P003,Bluetooth Speaker,50
2026-08-18,936,P001,Wireless Headphones,100
2026-08-18,937,P010,External Hard Drive,100
2026-08-18,938,P009,Smartphone,600
2026-08-18,939,P001,Wireless Headphones,100
2026-08-18,940,P010,External Hard Drive,100
2026-08-18,941,P001,Wireless Headphones,100
2026-08-18,942,P001,Wireless Headphones,100
2026-08-18,943,P001,Wireless Headphones,100
2026-08-18,944,P004,USB Flash Drive,20
2026-08-18,945,P004,USB Flash Drive,20
2026-08-18,946,P010,External Hard Drive,100
2026-08-18,947,P006,Wireless Mouse,30
2026-08-18,948,P004,USB Flash Drive,20
2026-08-18,949,P008,HDMI Cable,15
2026-08-18,950,P003,Bluetooth Speaker,50
2026-08-18,951,P004,USB Flash Drive,20
2026-08-18,952,P008,HDMI Cable,15
2026-08-18,953,P005,Mobile Phone Case,15
2026-08-18,954,P006,Wireless Mouse,30
2026-08-18,955,P001,Wireless Headphones,100
2026-08-18,956,P006,Wireless Mouse,30
2026-08-18,957,P004,USB Flash Drive,20
2026-08-18,958,P002,Laptop Backpack,60
2026-08-18,959,P006,Wireless Mouse,30
2026-08-18,960,P003,Bluetooth Speaker,50
2026-08-18,961,P003,Bluetooth Speaker,50
2026-08-18,962,P005,Mobile Phone Case,15
2026-08-18,963,P009,Smartphone,600
2026-08-18,964,P007,Laptop Stand,40
2026-08-18,965,P004,USB Flash Drive,20
2026-08-18,966,P009,Smartphone,600
2026-08-18,967,P003,Bluetooth Speaker,50
2026-08-18,968,P008,HDMI Cable,15
2026-08-18,969,P004,USB Flash Drive,20
2026-08-18,970,P004,USB Flash Drive,20
2026-08-18,971,P001,Wireless Headphones,100
2026-08-18,972,P003,Bluetooth Speaker,50
2026-08-18,973,P001,Wireless Headphones,100
2026-08-18,974,P002,Laptop Backpack,60
2026-08-18,975,P006,Wireless Mouse,30
2026-08-18,976,P004,USB Flash Drive,20
2026-08-18,977,P003,Bluetooth Speaker,50
2026-08-18,978,P010,External Hard Drive,100
2026-08-18,979,P010,External Hard Drive,100
2026-08-18,980,P004,USB Flash Drive,20
2026-08-18,981,P008,HDMI Cable,15
2026-08-18,982,P002,Laptop Backpack,60
2026-08-18,983,P003,Bluetooth Speaker,50
2026-08-18,984,P010,External Hard Drive,100
2026-08-18,985,P002,Laptop Backpack,60
2026-08-18,986,P002,Laptop Backpack,60
2026-08-18,987,P001,Wireless Headphones,100
2026-08-18,988,P001,Wireless Headphones,100
2026-08-18,989,P006,Wireless Mouse,30
2026-08-18,990,P002,Laptop Backpack,60
2026-08-18,991,P004,USB Flash Drive,20
2026-08-18,992,P006,Wireless Mouse,30
2026-08-18,993,P001,Wireless Headphones,100
2026-08-18,994,P005,Mobile Phone Case,15
2026-08-18,995,P006,Wireless Mouse,30
2026-08-18,996,P006,Wireless Mouse,30
2026-08-18,997,P004,USB Flash Drive,20
2026-08-18,998,P001,Wireless Headphones,100
2026-08-18,999,P006,Wireless Mouse,30
2026-08-18,1000,P001,Wireless Headphones,100
